Time [s]	Intensity A	Laser On	AcX	AcY	AcZ	GyX	GyY	GyZ	Ard Temp [C])	MPU Temp [C]
0.0	0	False	0.083251953125	0.009033203125	-1.01953125	-0.0916030534351145	0.0	0.061068702290076333	0	0
0.02	0	False	0.079833984375	0.009033203125	-1.018798828125	-0.07633587786259542	-0.07633587786259542	0.07633587786259542	0	0
0.04	0	False	0.07275390625	0.013671875	-1.008056640625	0.07633587786259542	0.015267175572519083	0.24427480916030533	0	0
0.06	0	False	0.077880859375	0.012939453125	-1.0166015625	-0.04580152671755725	0.07633587786259542	0.16793893129770993	0	0
0.08	0	False	0.075927734375	0.011474609375	-1.018798828125	-0.061068702290076333	0.04580152671755725	0.0	0	0
0.1	0	False	0.075439453125	0.007568359375	-1.014404296875	0.0	-0.030534351145038167	-0.015267175572519083	0	0
0.12	0	False	0.08203125	0.00830078125	-1.010009765625	-0.04580152671755725	0.10687022900763359	-0.030534351145038167	0	0
0.14	0	False	0.07568359375	0.00830078125	-1.010009765625	0.0	-0.04580152671755725	-0.10687022900763359	0	0
0.16	0	False	0.07763671875	0.01025390625	-1.021484375	0.04580152671755725	0.0	0.061068702290076333	0	0
0.18	0	False	0.0791015625	0.003662109375	-1.019287109375	0.0	-0.0916030534351145	0.07633587786259542	0	0
0.2	0	False	0.076904296875	0.008056640625	-1.00830078125	-0.015267175572519083	0.0916030534351145	-0.0916030534351145	0	0
0.22	0	False	0.0771484375	0.01123046875	-1.004150390625	0.015267175572519083	-0.030534351145038167	0.0	0	0
0.24	0	False	0.0791015625	0.00732421875	-1.011474609375	0.015267175572519083	0.12213740458015267	-0.04580152671755725	0	0
0.26	0	False	0.07421875	0.009033203125	-1.009521484375	-0.10687022900763359	0.04580152671755725	-0.061068702290076333	0	0
0.28	0	False	0.078857421875	0.012451171875	-1.014892578125	0.04580152671755725	-0.04580152671755725	-0.015267175572519083	0	0
0.3	0	False	0.0791015625	0.010009765625	-1.00390625	-0.030534351145038167	-0.0916030534351145	0.07633587786259542	0	0
0.32	0	False	0.07861328125	0.011474609375	-1.00732421875	-0.030534351145038167	-0.12213740458015267	-0.10687022900763359	0	0
0.34	0	False	0.075927734375	0.0087890625	-1.01318359375	-0.0916030534351145	0.015267175572519083	0.07633587786259542	0	0
0.36	0	False	0.07421875	0.010498046875	-1.012451171875	-0.015267175572519083	-0.030534351145038167	-0.07633587786259542	0	0
0.38	0	False	0.07958984375	0.00341796875	-1.00634765625	0.061068702290076333	-0.183206106870229	0.12213740458015267	0	0
0.4	0	False	0.083251953125	0.0107421875	-1.012451171875	-0.04580152671755725	-0.15267175572519084	0.061068702290076333	0	0
0.42	0	False	0.08154296875	0.0029296875	-1.01123046875	-0.015267175572519083	0.030534351145038167	0.13740458015267176	0	0
0.44	0	False	0.073974609375	0.011474609375	-1.0146484375	-0.061068702290076333	0.0	-0.10687022900763359	0	0
0.46	0	False	0.07763671875	0.010009765625	-1.017822265625	-0.04580152671755725	0.061068702290076333	0.030534351145038167	0	0
0.48	0	False	0.0810546875	0.01123046875	-1.012451171875	-0.0916030534351145	-0.061068702290076333	0.10687022900763359	0	0
0.5	0	False	0.074462890625	0.00732421875	-1.0126953125	-0.04580152671755725	-0.07633587786259542	0.21374045801526717	0	0
0.52	0	False	0.081298828125	0.010498046875	-1.009033203125	-0.04580152671755725	0.061068702290076333	-0.13740458015267176	0	0
0.54	0	False	0.07958984375	0.0087890625	-1.013427734375	0.061068702290076333	-0.030534351145038167	-0.10687022900763359	0	0
0.56	0	False	0.073974609375	0.00830078125	-1.01611328125	-0.12213740458015267	0.10687022900763359	0.030534351145038167	0	0
0.58	0	False	0.07861328125	0.007568359375	-1.01806640625	-0.030534351145038167	-0.10687022900763359	0.04580152671755725	0	0
0.6	0	False	0.080322265625	0.010986328125	-1.01171875	-0.04580152671755725	-0.04580152671755725	0.16793893129770993	0	0
0.62	0	False	0.077880859375	0.008056640625	-1.01904296875	-0.15267175572519084	-0.015267175572519083	0.1984732824427481	0	0
0.64	0	False	0.081787109375	0.011962890625	-1.00927734375	-0.04580152671755725	-0.015267175572519083	0.0	0	0
0.66	0	False	0.078369140625	0.0107421875	-1.01904296875	-0.030534351145038167	0.015267175572519083	0.061068702290076333	0	0
0.68	0	False	0.078125	0.0087890625	-1.015625	-0.07633587786259542	-0.015267175572519083	0.12213740458015267	0	0
0.7	0	False	0.07470703125	0.00927734375	-1.013671875	0.04580152671755725	0.15267175572519084	-0.04580152671755725	0	0
0.72	0	False	0.080810546875	0.0009765625	-1.0185546875	0.13740458015267176	-0.07633587786259542	-0.0916030534351145	0	0
0.74	0	False	0.079345703125	0.007568359375	-1.0078125	-0.061068702290076333	0.015267175572519083	0.24427480916030533	0	0
0.76	0	False	0.072265625	0.0224609375	-1.0087890625	0.015267175572519083	-0.0916030534351145	0.04580152671755725	0	0
0.78	0	False	0.07666015625	0.0078125	-1.0205078125	0.04580152671755725	0.030534351145038167	-0.183206106870229	0	0
0.8	0	False	0.07421875	0.007568359375	-1.01904296875	-0.04580152671755725	-0.0916030534351145	0.030534351145038167	0	0
0.82	0	False	0.0751953125	0.0048828125	-1.009521484375	0.015267175572519083	-0.1984732824427481	-0.04580152671755725	0	0
0.84	0	False	0.07763671875	0.01123046875	-1.020751953125	0.030534351145038167	0.04580152671755725	0.22900763358778625	0	0
0.86	0	False	0.079345703125	0.005126953125	-1.0126953125	0.0	-0.015267175572519083	0.10687022900763359	0	0
0.88	0	False	0.07861328125	0.008056640625	-1.015625	-0.030534351145038167	-0.15267175572519084	-0.0916030534351145	0	0
0.9	0	False	0.075927734375	0.007080078125	-1.016357421875	0.030534351145038167	0.07633587786259542	0.15267175572519084	0	0
0.92	0	False	0.079345703125	0.005859375	-1.012451171875	0.04580152671755725	0.015267175572519083	0.061068702290076333	0	0
0.94	0	False	0.07666015625	0.01416015625	-1.01416015625	-0.07633587786259542	0.07633587786259542	-0.030534351145038167	0	0
0.96	0	False	0.076904296875	0.00927734375	-1.014892578125	0.15267175572519084	-0.030534351145038167	0.030534351145038167	0	0
1.0	0.5	True	0.07861328125	0.011474609375	-1.01611328125	0.061068702290076333	0.04580152671755725	0.04580152671755725	40.94	24.83529411764706
1.02	0.5	True	0.078369140625	0.00927734375	-1.017578125	0.0	0.0	-0.07633587786259542	40.94	24.83529411764706
1.04	0.5	True	0.080322265625	0.007080078125	-1.01708984375	0.0	-0.030534351145038167	0.030534351145038167	40.94	24.83529411764706
1.06	0.5	True	0.077880859375	0.010009765625	-1.015625	-0.030534351145038167	0.15267175572519084	-0.030534351145038167	40.94	24.83529411764706
1.08	0.5	True	0.083984375	0.011474609375	-1.014404296875	-0.061068702290076333	0.030534351145038167	-0.015267175572519083	40.94	24.83529411764706
1.1	0.5	True	0.082275390625	0.006591796875	-1.015625	0.10687022900763359	-0.13740458015267176	-0.061068702290076333	40.94	24.83529411764706
1.12	0.5	True	0.07275390625	-0.000244140625	-1.0166015625	-0.030534351145038167	0.0	-0.015267175572519083	40.94	24.83529411764706
1.14	0.5	True	0.083251953125	0.01416015625	-1.0107421875	0.04580152671755725	-0.030534351145038167	-0.15267175572519084	40.94	24.83529411764706
1.16	0.5	True	0.080810546875	0.009765625	-1.00830078125	0.061068702290076333	0.061068702290076333	-0.10687022900763359	40.94	24.83529411764706
1.18	0.5	True	0.0791015625	0.010009765625	-1.009765625	0.030534351145038167	-0.030534351145038167	0.0	40.94	24.83529411764706
1.2	0.5	True	0.08349609375	0.009033203125	-1.0107421875	-0.061068702290076333	-0.15267175572519084	0.015267175572519083	40.94	24.83529411764706
1.22	0.5	True	0.07861328125	0.0087890625	-1.007080078125	-0.183206106870229	0.030534351145038167	0.07633587786259542	40.94	24.83529411764706
1.24	0.5	True	0.072998046875	0.011962890625	-1.01220703125	0.10687022900763359	-0.07633587786259542	0.061068702290076333	40.94	24.83529411764706
1.26	0.5	True	0.074951171875	0.005859375	-1.013916015625	0.04580152671755725	-0.10687022900763359	0.0916030534351145	40.94	24.83529411764706
