Time [s],Intensity A,Laser On,AcX,AcY,AcZ,GyX,GyY,GyZ,MPU Temp [C]
0.900,1133.3333333333333,True,0,0,0,0,0,0,23.75294117647059
0.910,1150.0,True,0,0,0,0,0,0,23.75294117647059
0.920,1133.3333333333333,True,0,0,0,0,0,0,23.75294117647059
0.930,1150.0,True,0,0,0,0,0,0,23.75294117647059
0.940,1133.3333333333333,True,0,0,0,0,0,0,23.75294117647059
0.950,1150.0,True,0,0,0,0,0,0,23.75294117647059
0.960,1133.3333333333333,True,0,0,0,0,0,0,23.75294117647059
0.970,1150.0,True,0,0,0,0,0,0,23.75294117647059
0.980,1133.3333333333333,True,0,0,0,0,0,0,23.75294117647059
1.00,1150.0,True,0,0,0,0,0,0,23.75294117647059
1.010,1133.3333333333333,True,0,0,0,0,0,0,23.75294117647059
1.020,1150.0,True,0,0,0,0,0,0,23.75294117647059
1.030,1133.3333333333333,True,0,0,0,0,0,0,23.75294117647059
1.040,1150.0,True,0,0,0,0,0,0,23.75294117647059
1.050,1133.3333333333333,True,0,0,0,0,0,0,23.75294117647059
