Time [s]	Intensity A	Laser On	AcX	AcY	AcZ	GyX	GyY	GyZ	Ard Temp [C])	MPU Temp [C]
0.0	0	False	0.0771484375	0.0107421875	-1.008544921875	-0.12213740458015267	0.07633587786259542	0.1984732824427481	0	0
0.02	0	False	0.07568359375	0.00634765625	-1.01416015625	-0.12213740458015267	0.061068702290076333	0.015267175572519083	0	0
0.04	0	False	0.078369140625	0.0146484375	-1.0068359375	-0.0916030534351145	-0.04580152671755725	-0.015267175572519083	0	0
0.06	0	False	0.072021484375	0.01220703125	-1.014892578125	0.030534351145038167	-0.030534351145038167	-0.030534351145038167	0	0
0.08	0	False	0.076904296875	0.009521484375	-1.01318359375	-0.07633587786259542	-0.04580152671755725	-0.21374045801526717	0	0
0.1	0	False	0.07080078125	0.01318359375	-1.01318359375	-0.183206106870229	0.0	-0.16793893129770993	0	0
0.12	0	False	0.076416015625	0.0146484375	-1.010986328125	0.061068702290076333	0.015267175572519083	0.12213740458015267	0	0
0.14	0	False	0.07421875	0.014892578125	-1.01220703125	0.0	-0.015267175572519083	-0.12213740458015267	0	0
0.16	0	False	0.082275390625	0.01708984375	-1.0126953125	0.0	-0.04580152671755725	-0.0916030534351145	0	0
0.18	0	False	0.080810546875	0.01220703125	-1.022216796875	-0.04580152671755725	0.15267175572519084	0.07633587786259542	0	0
0.2	0	False	0.077392578125	0.005126953125	-1.010498046875	-0.04580152671755725	-0.12213740458015267	0.10687022900763359	0	0
0.22	0	False	0.078857421875	0.011474609375	-1.0126953125	0.015267175572519083	-0.04580152671755725	-0.07633587786259542	0	0
0.24	0	False	0.080810546875	0.015869140625	-1.01611328125	0.0	0.061068702290076333	0.1984732824427481	0	0
0.26	0	False	0.080810546875	0.01123046875	-1.01171875	0.13740458015267176	-0.12213740458015267	0.030534351145038167	0	0
0.28	0	False	0.07177734375	0.013916015625	-1.010986328125	0.0916030534351145	0.07633587786259542	0.0916030534351145	0	0
0.3	0	False	0.081787109375	0.018798828125	-1.011962890625	-0.030534351145038167	-0.04580152671755725	0.04580152671755725	0	0
0.32	0	False	0.078369140625	0.013671875	-1.020263671875	-0.07633587786259542	-0.030534351145038167	0.183206106870229	0	0
0.34	0	False	0.073974609375	0.0078125	-1.010009765625	0.030534351145038167	-0.061068702290076333	-0.07633587786259542	0	0
0.36	0	False	0.07666015625	0.01220703125	-1.009033203125	-0.0916030534351145	-0.0916030534351145	-0.061068702290076333	0	0
0.38	0	False	0.07421875	0.007568359375	-1.015625	-0.04580152671755725	-0.21374045801526717	0.15267175572519084	0	0
0.4	0	False	0.07421875	0.009765625	-1.012939453125	-0.0916030534351145	0.015267175572519083	0.015267175572519083	0	0
0.42	0	False	0.077880859375	0.009521484375	-1.01171875	-0.07633587786259542	-0.04580152671755725	0.015267175572519083	0	0
0.44	0	False	0.07958984375	0.007080078125	-1.00732421875	0.07633587786259542	0.183206106870229	0.030534351145038167	0	0
0.46	0	False	0.08056640625	0.01025390625	-1.010498046875	-0.015267175572519083	0.07633587786259542	0.015267175572519083	0	0
